date,tweet4
2020-07-21 11:26:06,اشتركت عندكم فايبر وسجلت ماي اس سي ورفض الدخول والمسج اتصل لازم تتصل رقم stcماعندي رقم stcمالحل
2020-07-21 02:05:05,اطقطق ببرنامج ماي اس سي وعجبني رقم وطلبته الا شخص يتصل علي يقول جهز رمز التوثيق عشر دقايق اكون عندك والله م صدقت لين استلمتها تو
2020-07-20 15:46:28,سلام عليكم طلبت عرض الشريحة الراوتر و يأتني الطلب و اذا دخلت ع تطبيق ماي اس سي احصل الطلب
2020-07-20 03:19:07,صباح الخير بالامكان تحويل خط مفوتر الى مسبق الدفع طريق ماي اس سي
2020-07-19 23:36:38,بيانات ومكالمات بشريحة وحده قدم عليها ماي اس سي والله تفك ازمة بدون فاتوره وقلق
2020-07-19 19:42:55,طريق التطبيق ماي اس سي انا نفس الشي الغيت الثالثة
2020-07-18 23:22:47,تجربتي لاحد خدمات الاتصالات السعوديه تطبيق ماي اس سي طلب مني تقييم الخدمه وبعد ان كتبت تقييمي ( حسبي الله ونعم الوكيل ) رفض استلام التقييم يعني كلمة ( الله ) ممنوعه😳
2020-07-18 20:39:37,استفسار انا شريحتي مسبق الدفع وحلتها مفوتر طريق ماي اس سي المده وتتحول مفوتر
2020-07-16 20:44:20,افعل حساب ماي اس سي كلمت ومااستفدت
2020-07-16 08:45:23,السلام عليكم افعل حساب ماي اس سي لاني اعمل تسجيل دخول يقول حساب مفعل تواصل
2020-07-16 08:06:31,اخوي توصيل الشريحة ياخذ مبلغ موقع ماي اس سي اتمنى الرد ضروري
2020-07-16 01:59:50,او اذا تقدر تفتح تطبيق ماي اس سي تقدر تعرف البيانات طبعا اذا صرت مسجل ايميلك
2020-07-15 23:21:45,ماي اس سي رهيييييب 😂
2020-07-15 19:58:40,نزل ماي اس سي ويبين شي
2020-07-15 19:00:37,استبدال الشريحه الى شريحة الكترونية خاص بالمفوتر لاني احصل خيار الاستبدال تطبيق ماي اس سي موقع خدماتي
2020-07-15 17:47:59,بسجل ماي اس سي يجي رقم الهويه او رقم الخدمه صحيح
2020-07-15 14:24:26,ياجماعه الخدمة عندكم بالترجي حساب ماي اس سي متعطل مدة وماحد فيكم قادر يحل المشكله شكلها نحول لشركة ثانيه اصرف
2020-07-15 13:36:08,السلام عليكم انا شريت جهاز طريق ماي اس سي وجاني الموضف وحاسبت الجهاز وقال الموضف ان مشكله فالتطبيق ماقدر اعطيك ااجهاز وقال المبلغ بيرجع نفس اليوم او بكره والان اكثر يوم رجعلي المبلغ الي وهذا رقم مين يعوضني التاخير
2020-07-15 12:48:38,ماي اس سي تحول بلاش و تقدر تحول دولي و يستلمها الشخص بنفس الوقت
2020-07-15 07:50:23,يقول حمل تطبيق ماي اس سي حملته اول احد تخاطبه مثل اول
2020-07-15 03:03:44,تحمل ماي اس سي وتطلب شريحة مدمجه
2020-07-14 21:32:23,السلام عليكم كنت اقدم شكوى سوء النت طريق ماي اس سي والأن النت سيء ولاتوجد طريقه للشكوى مالحل
2020-07-14 17:21:49,ليش ماتردون علي الرسائل الخاصة انا طلبت طريق ماي اس سي ولسا ماوصلت
2020-07-14 11:39:53,الرقم صحيح رح يدلك ماي اس سي
2020-07-14 05:13:53,انا مطلع مفوتر اربعه و شهر و نص منقطعه المكالمات و رحت فرع يقولون اتصل ع اذا اتصلت ع يقولون رح ماي اس سي و ماي اس سي مافيها شكاوي اكلوني و عيو يقطعون الشريحة اللي يبي نصيحة اخ احد ياخذ شريحه stc رحو خذو اطلق ب كثير و اعروض طيبة
2020-07-14 01:43:50,احس مدير اس سي، اجتمع موظفين تطبيق ماي اس سي، وقالهم ملاحظ الناس صارت تستخدم تطبيقكم بسهولة، وش رايكم نسوي تحديث نتحدى مستخدم يخلص الي يبي مرة وحدة والحمدلله مدير ماي اس سي متأكد الحين صار مدير عام التعقيد اس سي والمشرف العام التطبيق
2020-07-13 19:19:36,اخواني شركه الاتصالات السعوديه التطبيق ماي اس سي نواقص كثيره واهمها تحويل الرقم فاتوره لشحن وكذالك الغاء الرقم رحت للفرع فبل شوي والناس زحمه مره قالي الموظف تعال بكره اليوم زحمه راح يمديك وكله علشان تحويل رقم فاتوره لشحن طيب ليش ماتحطونها بالتطبيق وتريحونا
2020-07-13 18:56:03,ايفون برو ايفون برو ماكس احصل عليها تطبيق ماي اس سي
2020-07-13 18:10:43,نرفع شكوى الحين موظف الفرع فاد ماي اس سي فاد الاتصال فاد ارقام قاعدة تطلع باسمنا وفواتير تنحسب علينا ايش الحل
2020-07-13 13:48:25,للامانه الطلبات ماي اس سي كثير يمدحونها
2020-07-13 10:54:12,الجنوب وتحديداً النماص والقرى التابعة لايوجد شبكه اتصال فمابالك بالنت اجبرنا بالبقاء خارج المنزل اغلب الأوقات لنتسول نت بسب ضعفه ونحن شمال النماص قرية أبو شوك وتطبيق ماي اس سي لايتيح تقديم شكوى مقترح تنشيط الشريحة والنت يوجد حل
2020-07-13 08:30:10,اذا تبي العروض حقت سوا واللي تقدر تفعلها رقمك تضغط كالتالي نجمة ثلاث ثمانيات مربع اتصال اتصال تجيك رسالة بالعروض اللي ماتطلع بتطبيق ماي اس سي
2020-07-13 01:31:17,طريق تطبيق ماي اس سي
2020-07-12 14:48:09,حملي تطبيق ماي اس سي واشتركي باقة
2020-07-12 14:47:48,شوفي تطبيق ماي اس سي
2020-07-12 14:45:12,الا شهر لامحدود ماي اس سي
2020-07-12 14:43:35,اتوقع ماي اس سي
2020-07-12 14:26:02,اريد قطع رقم نهائيا استبداله برقم اخر اكثر ساعتين اتواصل الرقم بدون اي رد وتواصلت التطبيق ماي اس سي وابلغوني ان الفصل النهائي خلال الرقم
2020-07-12 11:54:01,السلام عليكم طلب شريحة الكترونية موقع ماي اس سي يحولني التوثيق وتجي الرسالة الموضحة الصورة ارجو حل المشكلة
2020-07-12 11:19:50,تطبيق ماي اس سي
2020-07-12 09:00:03,مومعقوله امس والنت متوقف تمام وتطبيق ماي اس سي يحل المشكلة
2020-07-11 21:56:24,حمل تطبيق ماي اس سي يبين شي مشترك
2020-07-11 19:44:11,تطبيق البنك واظن ماي اس سي
2020-07-11 19:09:18,ع حسب خطك `` تطبيق موبايلي - ماي اس سي ''
2020-07-11 18:50:33,لايك كارد + ماي اس سي
2020-07-11 18:35:10,اي ماي اس سي شريحتك سوا
2020-07-11 07:23:54,أصلا انتم معطلين دخول الخدمة ماي اس سي للأسف كرما الغوا الخدمة يومين احاول رافض يدخلني الصفحة
2020-07-11 01:11:07,ابي احول رقمي موبايلي الي سوا ايش الطريقه علما عندي حساب ماي اس سي ماني قادر اخش لان الرقم الي مربوط مو عندي
2020-07-10 18:41:23,طريق تطبيق ماي اس سي اسوي طلب نقل تحدد المكان الجديد بالخريطة ويتواصلون معك
2020-07-10 12:43:46,اطلع شريحة بدل فاقد تطبيق ماي اس سي
2020-07-09 07:02:15,طريق تطبيق ماي اس سي
2020-07-08 12:55:45,الاتصالات السعوديه اول لافصلت ثابت واتصلت الرساله موجود بالخدمه وعلشان محد يعرف الثابت مفصل حطو حركه عرفتهايوم فصلت الثابت اليوم اتصل رقم ٱخر بتٱكد لقيتهم حاطين رساله تفيد : - خاصية الاتصال بهذا الخدمه متوفره بهاتفك نامل تفعيلها تطبيق ماي اس سي ههه
2020-07-08 00:08:04,اطلب الموقع ماي اس سي او رح ويطلعونها وعليها رسوم اتوقع ريال ، مرة حلووووة
2020-07-07 11:16:27,تعال عندي ماي اس سي بعرف السبب ليش ارتفعت الى
2020-07-06 15:04:20,السلام عليكم ابي افصل رقم عندي الطريقه اتصل عليكم تقولون اتصل وقت اخر استخدم ماي اس سي او احوله لمسبق الدفع
2020-07-06 12:55:13,علي مبلغ متعثر سنه الغريب ابي اعرف الارقام الي كانت ع اسمي ليش ماتطلع ماي اس سي ماهو راضي يقبل الايميل المبلغ المتعثر تقريبنا ريال وجتني رساله منكم بتسديد اذا سددت مبلغ يشيلون ال تقريبنا
2020-07-05 20:05:39,خاصية الالغاء طريق وصولك الى خدمة الالغاء التنفيذ يفصل الخط ألاعيبهم لعدم تنفيذ الخدمة لماذا لاتصاف طريق تطبيق ماي اس سي ذهبت للمكتب وأفادني الموظف الجهاز لايقبل وعن طريق الايميل اجد تجاوب التعامل لكبار السن يموت ولايستيطع تنفيذ الخدمة
2020-07-05 12:25:45,السلام عليكم ، استعمل قطاف برنامج ماي اس سي بشتري شغله
2020-07-04 15:57:47,مشكلتكم التركيبات الخاصين باللوحه المعدنيه مسلمينهم الجمل حمل وبدون متابعه معقوله اكثر سنتين خلصوا شغلهم الخساره مو عليكم والطامه انكم تردون وتقولون ارسل الاحداثيات وسوف نقوم بالعمل الازم مجيب والا عذركم ادخل ماي اس سي وقدم بلاغ وش دخل التطبيق
2020-07-04 07:23:01,أنتوا الحين تردو عليا برد الي بالخاص واخر شي قال انزل ماي اس سي وانا النت حقي حق سوشل ميديا يفك المتجر عشان انزل ماي اس سي
2020-07-04 01:26:48,تطبيق ماي اس سي يعطونك الكرت مصور
2020-07-04 01:11:29,السلام عليكم اخوي لمن ادخل برنامج ماي اس سي والمكالمات استغرب مكالمه مايطلع الرقم فقط الدقايق ليشش
2020-07-03 06:51:31,السلام عليكم شريحتي باسم اخوي وطلبنا نقل الملكية تطبيق ماي اس سي ورحت الخدمة الذاتية وسويت الاجراءاءت بصمه و شي والى الان تم نقل الملكيه لييش
2020-07-02 22:50:46,ادخلي mystcبتشوفي تفاصيل فاتورتك كامله الخدمه وايش اللي جالس يتزايد عندك بدون تدقي شي واذا تبغيهم تقدري تكلميهم طول ماي اس سي اما موبايلي اجدد خدمتي يقىلي خدمتك الاولى اغبر باقتي مايمديني مايمديني اسوي ولاا شي تطبيقهم بشوف باقي بينات بالشريحه مقدر
2020-07-02 17:29:17,طالما لديك فاتورة يمكنك التقسيط فقط تدفع دفعه اولى ادخل ماي اس سي واطلب
2020-07-02 16:14:23,عندك تطبيق ماي اس سي دخلتي شفتي الباقه
2020-07-01 22:19:52,اتوقع تطبيق ماي اس سي
2020-07-01 21:19:24,سمحت اخوي ماي اس سي ابيه يتفعل عندي واتصلت ع استفيد لانه رساله ماي اس سي يطلب مني التفعيل
2020-07-01 16:55:30,مرحبا الغي طلب ماي اس سي
2020-07-01 11:13:01,للأسف محافظة ثادق مستثناة الطلب والتوصيل رغم أنها محافظة تتبع منطقة الرياض وهناك فروع قريبة إغلاق مكتبكم المحافظة نأمل نجد حلا سريعا للطلب طريق تطبيق ماي اس سي
2020-07-01 08:35:55,السلام عليكم ابي جهاز بنظام التقسيط ودخلت تطبيق ماي اس سي مافتحت معاي ايقونة طلب الجهاز الطريقة العلم باقتي مفوتر
2020-07-01 07:34:49,طلبت ماي اس سي قبل ست ايام شريحة الكترونية ب ريال وسحبتم المبلغ تُرسل الشريحة ولم يرجع المبلغ ( سرقة ) او خطا تقني الشركة الاولى المملكة
2020-06-30 18:47:27,السلام عليكم عندي هاتف ثابت متعطل يعمل ابي اسوي بلاغ ويتم رفض المكالمة برسالة مسجله ابي اسجل ماي اس سي لابد اتصال نفس الرقم لتفعيله الحل
2020-06-30 06:29:28,سويت إلغاء حوالة ويسترنيونون قبل ايام حولتها طريق تطبيق إنجاز والدفع عبر بطاقة مدى ولم ترجع للحساب الالغا ارجو المساعدة تطبيق ماي اس سي ترجع بنفس الوقت
2020-06-29 22:28:08,سويت إلغاء حوالة ويسترنيونون قبل ايام ولم ترجع للحساب ارجو المساعدة تطبيق ماي اس سي ترجع بنفس الوقت
2020-06-29 19:06:16,محمله ماي اس سي ومتحمسه عشان افعّل اليوم مادريت اني راح اموت الصداع ويخرب روقاني☺️☺️💔
2020-06-29 16:39:52,سلام عليكم، انا برا المملكة وسددت مديونية رقم جوالي اللي كان مفصول بسبب عدم السداد، الآن الخدمة رجعت، الرقم ظاهر تطبيق ماي اس سي ارجع الخدمة أسرع وقت، الرقم مسجل خدمات بنكية واحتاجه ضروري شكرا
2020-06-29 14:35:50,"بالامكان التحول مفوتر الى سوا طريق التطبيق ماي اس سي ,"
2020-06-29 10:13:17,ممكن تردون علي خاص بخصوص الدعم الفني ل ماي اس سي
2020-06-29 09:41:05,سلام عليكم، انا برا المملكة وسددت مديونية رقم جوالي اللي كان مفصول بسبب عدم السداد، الآن الخدمة رجعت، الرقم ظاهر تطبيق ماي اس سي ارجع الخدمة أسرع وقت، الرقم مسجل خدمات بنكية واحتاجه ضروري شكرا
2020-06-29 07:51:02,تم التواصل المنصات ( الخاص والعام ومكالمة وعن طريق ماي اس سي ) نفعني احد فتم تقديم شكوى عليكم؛
2020-06-29 05:19:54,السلام عليكم انا حاليا غيرت رقمي سوا الى مفوتر تطبيق ماي اس سي لازم اروح لاقرب فرع عشان اغير شريحتيومتى اقدر استفيد باقة المفوتر وشكرا
2020-06-29 00:35:32,السلام عليكم ارغب بتحويل شريحتي شركة فيرجن الى stc حاولت طريق تطبيق ماي اس سي قدرت
2020-06-28 18:45:57,اطلبي ماي اس سي اختي طلبت جوال ووصلها اليوم الثاني
2020-06-28 10:44:48,تطبيق ماي اس سي يقدر يشيك ع اتصالاتك ومسجاتك النصيه
2020-06-27 21:20:28,عندي مشكله ابي اركب الياف و جاء الفني رقم كبينا ضايع الرقم اقدر اركب تقول ماي اس سي عندي رقم سوا و ابغى رقم الكبينه برياض حي القيروان مبنى
2020-06-27 19:47:43,سويت إلغاء حوالة ويسترنيونون قبل ايام ولم ترجع للحساب ارجو المساعدة تطبيق ماي اس سي ترجع بنفس الوقت
2020-06-27 18:27:44,سويت إلغاء حوالة ويسترنيونون قبل ايام ولم ترجع للحساب ارجو المساعدة تطبيق ماي اس سي ترجع بنفس الوقت
2020-06-27 14:40:37,محاولتي للتسجيل ماي اس سي يظهر تنبيه بأن رقم سجلي المدني قاعدة البيانات ، اتمنى تغيير رقم الهاتف المستقبل للفاتورة سريعاً
2020-06-27 12:50:16,موجوده ماي اس سي الحين
2020-06-26 10:17:09,سهله جدا تدخل ماي اس سي تخش المتجر ثمن حول رقمك stc وكمل البينات وتجي لين حدك وانت فالبيت وكمان تختار مفوتر او
2020-06-26 10:02:04,ابي اشتري جهاز متجر ماي اس سي وعندي رقم مفوتر اكثر شهور يطلع ايش المشكلة
2020-06-26 09:56:09,السلام عليكم سمحت ابغى شريحه بدل فاقد شلون اطلبها ماي اس سي
2020-06-26 02:44:49,مشوارك طويل حمل ماي اس سي وشوف اشراكاتك وألغي 👍
2020-06-26 01:20:36,ست أشهر وليس وعداً بامكان الحصول جهاز تقيمنا فقلت جرب طريق برنامج ماي اس سي دخل المتجر الشركه وبعد اختيار الحهاز وعندا تنفيذ العقد يتم الرفظ نظراً لعدم تغطيت موقعك وتوصيل لمنزلك
2020-06-25 18:17:01,شفيكم ماحد يرد الخاص يقول لازم اربط رقم الجوال وتطبيق ماي اس سي ماقدر اكلم خدمة العملاء استفساري بسيط باقة مفوتر اذا اضفت شريحة استخدام عادل والا مفتوح مثل الاصل ثاني شي السعر اول ثلاث شهور بعدها يصير والا دايم
2020-06-25 17:12:54,امين يارب وياك و تطبيق اسمه ماي اس سي اذا بتحول فلوس لبلدك اون لاين و توصل خلال ثواني يستلموها بلدك
2020-06-25 14:43:30,مسبقة الدفع عليها عرض الحين قيقا ب ريال ثلاث شهور اتوقع انها كافية كان استخدامك وتقدر تطلبها ماي اس سي
2020-06-25 10:09:00,السلام عليكم طالع ماي اس سي مديونيه بثلاث حسابات ادري علي ايش مو موضح اي شي ارجو افادتي
2020-06-25 07:56:29,تطبيق ماي اس سي
2020-06-24 18:36:03,سمحت عندي شريحة بيانات سنه معي والحين اذا بغيت اجدد ادخل ماي اس سي وماتطلع العروض الجديدة
2020-06-24 16:56:34,السلام عليكم ورحمة الله تعبت ابي حل ادخل واسجل تطبيق ماي اس سي مو راضي يجي معي
2020-06-24 14:07:28,ي حبييي شهر اطلبها ماي اس سي احد يرد احد تواصل معاي
2020-06-24 08:29:45,تطبيق ماي اس سي وتصل لحد البيت
2020-06-23 23:21:09,سمحتوا طلبت شريحه وطلع برنامج ماي اس سي خطأ والمبلغ انسحب
2020-06-23 17:56:15,تواصل معهم تويتر والا طريق تطبيق ماي اس سي
2020-06-23 17:48:31,خذلك شريحه جديده + ثلاث شهور بـ شفها بـ ماي اس سي
2020-06-23 14:49:40,ثاااني يوم ليلهم طويل تدري ان stc بنفس اليوم جوالي اللي اكتب طلبته ماي اس سي العصر ودقوا علي خلال ثلاث دقايق قالوا تبينا نجيك قلت وقت عقب صلاة العشاء الموطف الباب هالكلام قبل اسبوع
2020-06-23 14:32:05,اين اجد المديونية تطبيق ماي اس سي التطبيق نفسه
2020-06-23 10:44:48,المهم تذكرت ان المحاضره الوحده عليها خمس درجات قمت قلت تخيلي تطير خمس درجات عشان حضور وتطير الاي بلس وكنت نقطه واصيييح وصرافتي فاضيه فلوسي بصرافة الجامعه وجيت بدخل ماي اس سي عشان افعل نت جوالي الا مكتوب تاريخ الانتهاء حق البطاقه وانا ماعرف
2020-06-23 09:52:15,اكير ساعتين ومنتظركم تردون وبس قدام العالم بنرد وبنرد كلام ع فعل ياحبيبي ابغاك ترد ابغاك تحل مشكلتي بالخاص يعني زود اني دافع الرسوم امس اشتغلت وادق ع رقمكم تردون واروح ماي اس سي ومافي خيار دعم فني يعني وش اسوي انا بالله
2020-06-23 07:52:21,حملت تطبيق ماي اس سي لاكن ماقدرت اسجل دخول باقي ارقامي حاولت اكثر مره ماتجيني رسالة توثيق
2020-06-22 19:48:27,ماي اس سي يوفر
2020-06-22 16:10:04,الله يرحم والديك انا عندي النت طافي الظهر قدرت اتواصل معكم طريق ماي اس سي والخاص محد يرد الطريقه
2020-06-22 14:25:08,مو اس سي نفسه ادخلي ماي ستور و تلقينه لعبتين و شنطة حمايه
2020-06-22 13:03:50,استطيع طلب ساعة ذكية ماي اس سي
2020-06-22 12:55:57,الساعات الذكية متوفره او تطبيق ماي اس سي يدعم الطلبات
2020-06-21 19:44:42,تستاهلي لأنك خبله ماي اس سي تشتريه
2020-06-21 08:14:04,خطوط جوال سواء وشحنها ينظر الان لتطبيق ماي اس سي يجد ان شحن الرصيد ب ريال او ب ريال يعطيك الا مهلة اشهر فقط بينما كان بالسابق اللي يشحن فئه مدة وتصل شحن ريال الى مدة سنه صلاحية ايضا - ينسى شحن جواله خلال الفترة المذكورة - وفصل الخط
2020-06-21 04:30:35,افعل الشريحة الثانية بدون أروح لفرع stc تطبيق ماي اس سي
2020-06-21 01:45:43,الغي اشتراك ايلوف موبي حاولت الغي ماي اس سي ولم يتم الالغاء
2020-06-20 11:40:28,بریانی والی دیگ ٹائم سے داتا دربار چھوڑ آئیں اور ہمیں اس بریانی سے بچالیں مای لوڈ نی تے
2020-06-19 19:35:26,ماتوصلني مسجاات ماي اس سي
2020-06-19 19:05:54,السلام عليكم ورحمة الله مساء الخير سمحت عندي النت ضعيف جدا طبعا يوم خذيت الشريحه وزي الحلاوه الحين وعندي برنامج ماي اس سي اسوي ل الشريحه تنشيط ينفع الله يجزاكم خير شفوا حل
2020-06-19 19:02:54,السلام عليكم ورحمة الله مساء الخير سمحت انا عندي النت ضعيف جدا وماخذ منكم شريحتين وادفع ب الشهر ريال شهر ومع النت ضعيف يعني حرام اول خذيت الشريحه زي السلام عليكم حلوه مرره والحين والله انها تضيق الصدر اروح برنامج ماي اس سي واسوي تنشيط للاسف
2020-06-19 01:47:25,سمحتوا طريقة ألغي إعلانات الرسائل النصية ماي سوا و اس سي لانها تجي يوميا و مزعجة الشي ،،
2020-06-18 21:28:03,اخوي نقل الملكيه طريق التطبيق ماي اس سي مكتوب ساعه لقبول الطلب شسوي الحين
2020-06-18 21:12:47,السلام عليكم انتهت شريحة الكويك نت أقدر أعيد شحنها طريق ماي اس سي
2020-06-18 20:45:22,ايش مميزات ماي اس سي اللي عجبتك
2020-06-18 20:34:46,افضل اختراعات بالنسبة اخر سنة سهلت علي الشي الكثير الفيس ايدي قوقل ماب الايفون ماي اس سي ان نتهم خرا مميزات البرنامج اسطوريه تتفقو 🌚👍🏻
2020-06-18 15:24:27,تطبيق ماي اس سي
2020-06-18 14:37:49,تصدق نفس وضعك ماتجيني رسائل إس سي يطفشوووون أقدر أسدد فاتورة جوالي تطبيق ماي إس المصرف الهاتفي
2020-06-18 08:55:19,دخلت ماي اس سي لقيت موقع ستريت ضمن شركائكم ودخلت الموقع مالقيت خيار دفع بنقاط قطاف
2020-06-17 09:04:55,ابغى ادخل تطبيق ماي اس سي برقم الهاتف يظهر الرقم مفعل يرجى الاتصال اتصلت اجد طريق تفعيل
2020-06-17 02:59:32,صارت امس وكلمتهم تطبيق ماي اس سي وكلمته وقال يحتاج اعاده تنشيط والتنشيط لازم عندهم يسوونه كلمهم التطبيق اطلب اعاده تنشيط للنت ويضبط معك
2020-06-16 22:41:52,السلام عليكم ورحمة الله عندي شريحة ابغا انقلها لشخص يتم نقلها تطبيق ماي اس سي او لابد مراجعة الفرع
2020-06-16 19:12:42,ماي اس سي ارخص منهم ويوصلونه ببلاش
2020-06-16 19:06:38,جوالي شركة شركتكم وسجلت تطبيق ماي اس سي ويرفض تفعيل الحساب لان جوالي مب تابع افعل حسابي علما ان موظفينكم يفيدوني بشيء الاتصال عليهم
